x,y
0.0,0.0
-4.920018949116258,-6.939387950914787
-18.584256041748706,-12.048726172092433
-27.582792335752448,10.056134916875095
-10.546049070380306,11.956416881518397
16.27759449715979,-25.920608869210024
36.605524084042344,-37.41782707207572
64.49476115183191,-32.37142074750391
65.35906128977133,-54.78504825042075
50.6253409587209,-78.69444019800751
61.373845088414626,-64.8448482609125
91.40499867125311,-45.43904503536171
105.92978924298109,-39.60386063778346
93.13224548510152,-32.62402680131059
84.68435990371279,-24.80820608823246
86.16071463831017,-31.115537692946905
61.829559672328166,-37.25452964161687
23.597658496983165,-39.01461942238752
16.161299225944774,-34.72423549213923
5.619557511708969,-28.620794460448604
-8.66918859260781,-46.2710244824374
-12.86815833369679,-64.1805791133641
-10.125550821721868,-61.62381026406262
21.42110623727332,-63.83089060878599
52.79229523007818,-55.23690209300754
69.72212337429194,-39.93416275538175
87.92157134745909,-81.89607889361835
98.97628595987986,-99.3517566256413
88.68709368041276,-83.42067337101369
76.94714698313133,-97.4512513628788
95.35490278653512,-129.15140245491088
116.42073847434192,-158.03365668035224
127.44821170186145,-155.23251541473113
138.44402515630094,-152.18593255759558
149.8796930539897,-149.1128229624099
153.8399403722282,-120.94048856146668
135.80032434024514,-105.51464672707027
124.99422849142799,-88.26433299848844
113.78553471006819,-83.65098527776463
79.1639163458178,-98.59988209195109
57.87117294503623,-104.2772179335731
9.806548494037841,-104.81039129260364
-13.815557146515083,-124.57998700569858
22.372631321169713,-188.4404420946321
31.328117023593876,-217.29169075964006
36.14872574065184,-160.33106262474465
40.16087766545598,-144.26153320861806
31.27885554157151,-174.78141257776832
30.3929145337666,-169.54977792297126
25.38674836154294,-133.89361904448924
1.5210145853683024,-113.29972906808213
11.485296695312552,-143.35106245561997
49.162183826977085,-165.6067062089655
29.42218262603445,-174.72316390640148
9.897065713113527,-180.7776553421733
50.2535552593714,-190.6819169413232
70.63621565448628,-208.27477188403304
56.0508963389003,-185.2028091741599
36.87186237779428,-144.30837231239562
5.646044500124219,-105.82637791417355
-19.403065261036975,-67.52869300298465
-35.19035134161178,-65.99482792735678
-30.753337191442952,-81.9058348370627
-17.020432513409805,-74.27141188471987
-4.173228795628267,-65.18420718844762
17.00449234194935,-61.18240762119591
35.450997098634765,-37.187600605420556
68.06550741638947,-51.35732452244151
94.59001280563224,-50.23232619469548
83.85604488512834,-1.1163170512053142
102.54779290732188,-11.334987129078026
140.31238926699254,-12.504184560760024
164.73308960884756,25.303066376871215
190.1573117038133,24.991285144067163
153.12061744849493,1.3773218471320945
150.810222202317,-40.704718331428744
158.86513431071364,-64.31791316522254
