x,y
0.0,0.0
-1.1747899350501934,-0.04522195270045537
-2.224919090652369,0.41262825770151923
-3.107570270625053,1.4515688562396756
-3.779832037883258,3.1430582833533034
-4.200094569529151,5.549434633804921
-4.329525392195773,8.721678369866966
-4.133592164874391,12.697589690807575
-3.583595132946103,17.500440465345214
-2.6581635677130606,23.138129109800865
-1.3446585253323766,29.602838227083456
0.3595900887835892,36.87117110290718
2.4462983931881617,44.90472490886992
4.89559230658973,53.65104517917429
7.675820630798281,63.044896562046276
10.743910509753702,73.00977756114546
14.046337756471617,83.45960091875355
17.52074992314653,94.30045622291853
21.098232660607515,105.43236805856728
24.706153458001264,116.75096333174658
28.271456883158535,128.14896759476736
31.724228990852097,139.51746452949484
35.001303177673506,150.74687663232478
38.04965242009275,161.72765851407667
40.829308861028096,172.35073504434365
43.315573856003965,182.5077607235487
45.5003294281208,192.09131829558407
47.39233186608904,200.9952068489074
49.01645319949815,209.11498568850305
50.41192756502002,216.34893458999943
51.629747020005034,222.5995606459932
52.72942536449681,227.77572713422884
53.775400690402506,231.7954048160148
54.83337194448613,234.58895854126015
55.96685931030419,236.1027924909574
57.23424377662642,236.30309773109428
58.686482312815784,235.1793875887973
60.365618790770284,232.7474792263385
62.304126137427346,229.05158959727694
64.52503178488372,224.16526196465628
67.04270541404902,218.19092154491878
69.86413281522879,211.25796716357223
72.99046759633336,203.51942806961407
76.41864576203258,195.1473373405846
80.14286614482297,186.3270817011211
84.1557787494949,177.25107004062275
88.44927743288036,168.11211087229128
93.01485560734508,159.09689833827971
97.8435458528776,150.3799778979981
102.92551884885837,142.11850182756677
108.24945758666169,134.44799999185003
113.80184513364094,127.4792941448727
119.56630654963568,121.29658605211924
125.5231288542695,115.9566619068044
131.6490506382357,111.48908652489577
137.91737038795284,107.89721620546364
144.29837638253505,105.15984089256787
150.7600578412699,103.23327277283661
157.26902276270138,102.05372502210265
163.79152685567158,101.53986418980338
170.29451211475129,101.59546465766468
176.74656244632743,102.11213573093522
183.1187045037367,102.97212434287897
189.38500998110493,104.05121423073359
195.52298557766773,105.22174355181448
201.51376329052133,106.35574787155241
207.34212227865282,107.32820754732431
212.9963817171407,108.02034312306523
218.46820149180286,108.32286603967394
223.75231614192495,108.13906154079027
228.8462107947676,107.38756201227521
233.74973062132946,106.00466621300167
238.4646023090793,103.94607453272566
242.99384101459782,101.18794140719126
247.3410213435309,97.72718962533276
251.50940605580072,93.58108180576939
255.5009491530737,88.78609508185629
259.3152167062836,83.39618934892327
262.94829410952997,77.48059176231202
266.39176722537616,71.1212370237978
269.6318728925625,64.410003415184
272.6489090879206,57.44587025092123
275.4169765924365,50.33209744484642
277.9040946507885,43.173497779239725
280.0726972216333,36.07384331041626
